Start,End
2017-12-11 06:18:48.656714,2017-12-11 06:19:48.656714
2017-12-11 06:19:48.656714,2017-12-11 06:20:48.656714
2017-12-11 06:20:48.656714,2017-12-11 06:21:48.656714
2017-12-11 06:21:48.656714,2017-12-11 06:22:48.656714
2017-12-11 06:22:48.656714,2017-12-11 06:23:48.656714
2017-12-11 06:23:48.656714,2017-12-11 06:24:48.656714
2017-12-11 06:24:48.656714,2017-12-11 06:25:48.656714
2017-12-11 06:25:48.656714,2017-12-11 06:26:48.656714
2017-12-11 06:26:48.656714,2017-12-11 06:27:48.656714
2017-12-11 06:27:48.656714,2017-12-11 06:28:48.656714
2017-12-11 06:28:48.656714,2017-12-11 06:29:48.656714
2017-12-11 06:29:48.656714,2017-12-11 06:30:48.656714
2017-12-11 06:30:48.656714,2017-12-11 06:31:48.656714
2017-12-11 06:34:42.805857,2017-12-11 06:35:42.805857
2017-12-11 06:35:42.805857,2017-12-11 06:36:42.805857
2017-12-11 06:36:42.805857,2017-12-11 06:37:42.805857
2017-12-11 06:37:42.805857,2017-12-11 06:38:42.805857
2017-12-11 06:38:42.805857,2017-12-11 06:39:42.805857
2017-12-11 06:39:42.805857,2017-12-11 06:40:42.805857
2017-12-11 06:40:42.805857,2017-12-11 06:41:42.805857
2017-12-11 06:41:42.805857,2017-12-11 06:42:42.805857
2017-12-11 06:42:42.805857,2017-12-11 06:43:42.805857
2017-12-11 06:43:42.805857,2017-12-11 06:44:42.805857
2017-12-11 06:44:42.805857,2017-12-11 06:45:42.805857
2017-12-11 06:45:42.805857,2017-12-11 06:46:42.805857
2017-12-11 06:46:42.805857,2017-12-11 06:47:42.805857
2017-12-11 06:47:42.805857,2017-12-11 06:48:42.805857
2017-12-11 06:48:42.805857,2017-12-11 06:49:42.805857
2017-12-11 06:49:42.805857,2017-12-11 06:50:42.805857
2017-12-11 06:50:42.805857,2017-12-11 06:51:42.805857
2017-12-11 06:51:42.805857,2017-12-11 06:52:42.805857
2017-12-11 06:52:42.805857,2017-12-11 06:53:42.805857
2017-12-11 06:53:42.805857,2017-12-11 06:54:42.805857
2017-12-11 06:54:42.805857,2017-12-11 06:55:42.805857
2017-12-11 06:55:42.805857,2017-12-11 06:56:42.805857
2017-12-11 06:56:42.805857,2017-12-11 06:57:42.805857
2017-12-11 06:57:42.805857,2017-12-11 06:58:42.805857
2017-12-11 06:58:42.805857,2017-12-11 06:59:42.805857
2017-12-11 06:59:42.805857,2017-12-11 07:00:42.805857
2017-12-11 07:00:42.805857,2017-12-11 07:01:42.805857
2017-12-11 07:01:42.805857,2017-12-11 07:02:42.805857
2017-12-11 07:02:42.805857,2017-12-11 07:03:42.805857
2017-12-11 07:03:42.805857,2017-12-11 07:04:42.805857
2017-12-11 07:04:42.805857,2017-12-11 07:05:42.805857
2017-12-11 07:05:42.805857,2017-12-11 07:06:42.805857
2017-12-11 07:06:42.805857,2017-12-11 07:07:42.805857
2017-12-11 07:07:42.805857,2017-12-11 07:08:42.805857
2017-12-11 07:08:42.805857,2017-12-11 07:09:42.805857
2017-12-11 07:09:42.805857,2017-12-11 07:10:42.805857
2017-12-11 07:10:42.805857,2017-12-11 07:11:42.805857
2017-12-11 07:11:42.805857,2017-12-11 07:12:42.805857
2017-12-11 07:12:42.805857,2017-12-11 07:13:42.805857
2017-12-11 07:13:42.805857,2017-12-11 07:14:42.805857
2017-12-11 07:14:42.805857,2017-12-11 07:15:42.805857
2017-12-11 07:15:42.805857,2017-12-11 07:16:42.805857
2017-12-11 07:16:42.805857,2017-12-11 07:17:42.805857
2017-12-11 07:17:42.805857,2017-12-11 07:18:42.805857
2017-12-11 07:18:42.805857,2017-12-11 07:19:42.805857
2017-12-11 07:19:42.805857,2017-12-11 07:20:42.805857
2017-12-11 07:20:42.805857,2017-12-11 07:21:42.805857
2017-12-11 07:21:42.805857,2017-12-11 07:22:42.805857
2017-12-11 07:22:42.805857,2017-12-11 07:23:42.805857
2017-12-11 07:23:42.805857,2017-12-11 07:24:42.805857
2017-12-11 07:24:42.805857,2017-12-11 07:25:42.805857
2017-12-11 07:25:42.805857,2017-12-11 07:26:42.805857
2017-12-11 07:26:42.805857,2017-12-11 07:27:42.805857
