Start,End
2017-12-11 06:59:30.467377,2017-12-11 07:00:30.467377
2017-12-11 07:00:30.467377,2017-12-11 07:01:30.467377
2017-12-11 07:01:30.467377,2017-12-11 07:02:30.467377
2017-12-11 07:02:30.467377,2017-12-11 07:03:30.467377
2017-12-11 07:03:30.467377,2017-12-11 07:04:30.467377
2017-12-11 07:04:30.467377,2017-12-11 07:05:30.467377
2017-12-11 07:05:30.467377,2017-12-11 07:06:30.467377
2017-12-11 07:06:30.467377,2017-12-11 07:07:30.467377
2017-12-11 07:07:30.467377,2017-12-11 07:08:30.467377
2017-12-11 07:08:30.467377,2017-12-11 07:09:30.467377
2017-12-11 07:09:30.467377,2017-12-11 07:10:30.467377
2017-12-11 07:10:30.467377,2017-12-11 07:11:30.467377
2017-12-11 07:11:30.467377,2017-12-11 07:12:30.467377
2017-12-11 07:12:30.467377,2017-12-11 07:13:30.467377
2017-12-11 07:13:30.467377,2017-12-11 07:14:30.467377
2017-12-11 07:14:30.467377,2017-12-11 07:15:30.467377
2017-12-11 07:15:30.467377,2017-12-11 07:16:30.467377
2017-12-11 07:16:30.467377,2017-12-11 07:17:30.467377
2017-12-11 07:17:30.467377,2017-12-11 07:18:30.467377
2017-12-11 07:18:30.467377,2017-12-11 07:19:30.467377
2017-12-11 07:19:30.467377,2017-12-11 07:20:30.467377
2017-12-11 07:20:30.467377,2017-12-11 07:21:30.467377
2017-12-11 07:21:30.467377,2017-12-11 07:22:30.467377
2017-12-11 07:22:30.467377,2017-12-11 07:23:30.467377
2017-12-11 07:23:30.467377,2017-12-11 07:24:30.467377
2017-12-11 07:24:30.467377,2017-12-11 07:25:30.467377
2017-12-11 07:25:30.467377,2017-12-11 07:26:30.467377
2017-12-11 07:26:30.467377,2017-12-11 07:27:30.467377
2017-12-11 07:27:30.467377,2017-12-11 07:28:30.467377
2017-12-11 07:28:30.467377,2017-12-11 07:29:30.467377
2017-12-11 07:29:30.467377,2017-12-11 07:30:30.467377
2017-12-11 07:30:30.467377,2017-12-11 07:31:30.467377
2017-12-11 07:31:30.467377,2017-12-11 07:32:30.467377
2017-12-11 07:32:30.467377,2017-12-11 07:33:30.467377
2017-12-11 07:33:30.467377,2017-12-11 07:34:30.467377
