;#EventID;Time;Latitude;Longitude;Depth/km;Author;Catalog;Contributor;ContributorID;MagType;Magnitude;MagAuthor;EventLocationName;Magnitud;Estacion
0;4488880;2014-03-16 22:29:35;-19.8918;-70.8733;6.7;ISC;ISC;ISC;604162234;mb;4.9;NEIC;NEAR COAST OF NORTHERN CHILE;4.9;GO01
1;4597345;2014-04-02 02:52:26;-19.3045;-70.7688;17.2;ISC;ISC;ISC;604395818;mb;4.9;NEIC;NEAR COAST OF NORTHERN CHILE;4.9;GO01
2;4597549;2014-04-04 16:02:42;-20.4511;-70.7803;9.3;ISC;ISC;ISC;604426150;MW;4.9;GCMT;NEAR COAST OF NORTHERN CHILE;4.9;GO01
3;4601015;2014-05-05 09:02:55;-19.2837;-70.9931;20.7;ISC;ISC;ISC;604514189;MW;4.9;GCMT;NEAR COAST OF NORTHERN CHILE;4.9;GO01
4;5156444;2015-08-24 05:13:48;-29.7409;-71.4387;35.9;ISC;ISC;ISC;607677083;MW;4.9;GCMT;NEAR COAST OF CENTRAL CHILE;4.9;CO02
5;5159105;2015-09-17 10:12:52;-30.5957;-71.8823;10.0;us;NEIC PDE;us;us20003kjw;mb;4.9;us;NEAR COAST OF CENTRAL CHILE;4.9;GO03
6;10000295;2017-02-12 16:21:10;-27.87;-71.3753;12.8;us;NEIC PDE;us;us20008jd5;Mwr;4.9;guc;NEAR COAST OF NORTHERN CHILE;4.9;GO03
7;10928191;2018-08-01 06:19:05;-31.3664;-72.0716;10.0;us;NEIC PDE;us;us2000gis1;mb;4.9;us;OFF COAST OF CENTRAL CHILE;4.9;CO02
8;11204853;2020-03-30 14:53:34;-26.9677;-71.2704;10.0;us;NEIC PDE;us;us70008imv;mb;4.9;us;OFF COAST OF NORTHERN CHILE;4.9;GO03
9;4597598;2014-04-05 06:32:08;-20.0541;-70.8767;10.3;ISC;ISC;ISC;609948425;mb;4.8;NEIC;NEAR COAST OF NORTHERN CHILE;4.8;GO01
10;4599941;2014-04-24 04:56:50;-20.1117;-70.8128;31.4;ISC;ISC;ISC;604480581;mb;4.8;NEIC;NEAR COAST OF NORTHERN CHILE;4.8;GO01
11;4600995;2014-05-05 02:52:03;-19.9456;-70.9555;14.6;ISC;ISC;ISC;609949066;mb;4.8;NEIC;NEAR COAST OF NORTHERN CHILE;4.8;GO01
12;4641167;2014-06-07 19:10:58;-19.8527;-71.2188;7.2;ISC;ISC;ISC;604718262;mb;4.8;NEIC;OFF COAST OF NORTHERN CHILE;4.8;GO01
13;5159137;2015-09-17 16:46:21;-31.4673;-71.8621;6.2;us;NEIC PDE;us;us20003km8;mwr;4.8;us;NEAR COAST OF CENTRAL CHILE;4.8;GO03
14;5160282;2015-09-28 06:05:43;-31.7716;-72.3145;10.9;us;NEIC PDE;us;us20003pm3;mwr;4.8;us;OFF COAST OF CENTRAL CHILE;4.8;CO02
15;5174164;2016-02-12 22:32:04;-19.9598;-70.3106;62.3;us;NEIC PDE;us;us20004zv5;Mwr;4.8;guc;NEAR COAST OF NORTHERN CHILE;4.8;GO01
16;5183851;2016-05-26 20:36:50;-29.943;-71.8753;17.0;us;NEIC PDE;us;us20005y8v;Mwr;4.8;guc;NEAR COAST OF CENTRAL CHILE;4.8;CO02
17;9953288;2017-01-08 00:33:47;-30.1575;-72.2344;10.7;us;NEIC PDE;us;us10007rxs;Mwr;4.8;us;OFF COAST OF CENTRAL CHILE;4.8;CO02
18;11207110;2020-04-03 08:48:00;-29.0491;-71.6558;49.7;us;NEIC PDE;us;us70008mgj;Mwr;4.8;us;NEAR COAST OF CENTRAL CHILE;4.8;GO03
19;4600957;2014-04-02 16:50:29;-19.4587;-70.1501;10.0;ISC;ISC;ISC;606913488;mb;4.7;NEIC;NEAR COAST OF NORTHERN CHILE;4.7;GO01
20;4599661;2014-04-03 13:01:37;-19.9839;-70.8963;9.9;ISC;ISC;ISC;609948345;mb;4.7;NEIC;NEAR COAST OF NORTHERN CHILE;4.7;GO01
21;4597519;2014-04-04 03:18:37;-20.6857;-70.6814;16.1;ISC;ISC;ISC;604425802;mb;4.7;NEIC;NEAR COAST OF NORTHERN CHILE;4.7;GO01
22;4598235;2014-04-10 00:10:32;-20.3393;-70.8638;13.9;ISC;ISC;ISC;604451100;mb;4.7;NEIC;NEAR COAST OF NORTHERN CHILE;4.7;GO01
23;4601009;2014-05-05 05:54:26;-19.8522;-70.9511;20.5;ISC;ISC;ISC;604513365;mb;4.7;NEIC;NEAR COAST OF NORTHERN CHILE;4.7;GO01
24;4601667;2014-05-12 11:54:28;-20.6143;-70.9246;17.2;ISC;ISC;ISC;604545407;mb;4.7;NEIC;NEAR COAST OF NORTHERN CHILE;4.7;GO01
25;4816453;2014-11-28 08:22:07;-30.28;-71.6136;33.3;ISC;ISC;ISC;605742767;mb;4.7;NEIC;NEAR COAST OF CENTRAL CHILE;4.7;CO02
26;5162048;2015-10-15 11:03:11;-30.8217;-71.8166;34.3;us;NEIC PDE;us;us10003nuj;mb;4.7;us;NEAR COAST OF CENTRAL CHILE;4.7;GO03
27;5188856;2016-07-25 14:59:29;-30.8276;-71.5075;41.7;us;NEIC PDE;;us20006hfj;mwr;4.7;us;NEAR COAST OF CENTRAL CHILE;4.7;CO02
28;11150018;2019-11-24 21:18:25;-31.7989;-71.4861;35.0;us;NEIC PDE;us;us70006cix;mb;4.7;us;NEAR COAST OF CENTRAL CHILE;4.7;CO02
29;4489310;2014-03-24 19:59:42;-19.5572;-70.8381;11.2;ISC;ISC;ISC;606912946;mb;4.6;NEIC;NEAR COAST OF NORTHERN CHILE;4.6;GO01
