;#EventID;Time;Latitude;Longitude;Depth/km;Author;Catalog;Contributor;ContributorID;MagType;Magnitude;MagAuthor;EventLocationName;Magnitud;Estacion
35;10072471;2014-03-19 21:15:22;-19.9822;-70.754;6.5;ISC;ISC;ISC;606912577;mb;3.7;ISC;NEAR COAST OF NORTHERN CHILE;3.7;GO01
36;9976586;2014-01-18 15:49:55;-20.283;-70.101;69.4;GUC;ISC;ISC;606630663;ML;3.7;GUC;NEAR COAST OF NORTHERN CHILE;3.7;GO01
37;9968533;2014-01-11 13:43:26;-20.6803;-70.6784;2.8;ISC;ISC;ISC;604160497;MW;3.7;SJA;NEAR COAST OF NORTHERN CHILE;3.7;GO01
38;9960503;2014-01-04 08:25:35;-20.6564;-70.8026;13.5;ISC;ISC;ISC;603928087;mb;3.7;ISC;NEAR COAST OF NORTHERN CHILE;3.7;PB09
39;5183307;2016-05-01 01:15:43;-32.5969;-71.826;18.65;us;NEIC PDE;us;us10005csg;mb;3.6;us;NEAR COAST OF CENTRAL CHILE;3.6;CO02
40;10825892;2015-07-18 21:22:35;-18.697;-70.701;27.2;GUC;ISC;ISC;609378840;ML;3.6;GUC;NEAR COAST OF NORTHERN CHILE;3.6;PB09
41;10585985;2015-01-21 17:51:59;-27.877;-70.622;59.5;GUC;ISC;ISC;608991774;ML;3.6;GUC;NEAR COAST OF NORTHERN CHILE;3.6;GO03
42;10381273;2014-08-27 18:13:40;-19.7032;-70.2371;74.2;IDC;ISC;ISC;605406340;mb;3.6;IDC;NEAR COAST OF NORTHERN CHILE;3.6;GO01
43;4726160;2014-07-26 21:25:15;-22.8899;-69.7932;69.8;IDC;ISC;ISC;605099555;MW;3.6;SJA;NORTHERN CHILE;3.6;PB06
44;10177062;2014-04-11 03:18:20;-26.891;-70.927;32.0;GUC;ISC;ISC;608052532;ML;3.6;GUC;NEAR COAST OF NORTHERN CHILE;3.6;GO03
45;10170144;2014-04-05 12:23:08;-20.1007;-70.7764;13.7;ISC;ISC;ISC;606913723;mb;3.6;IDC;NEAR COAST OF NORTHERN CHILE;3.6;GO01
46;10166246;2014-04-02 04:57:41;-19.8714;-70.8475;10.0;ISC;ISC;ISC;606913420;mb;3.6;ISC;NEAR COAST OF NORTHERN CHILE;3.6;GO01
47;10079971;2014-03-25 22:08:46;-26.3954;-70.8602;11.4;ISC;ISC;ISC;606913009;MW;3.6;SJA;NEAR COAST OF NORTHERN CHILE;3.6;GO03
48;10071526;2014-03-19 04:49:50;-28.787;-71.473;47.5;GUC;ISC;ISC;607915941;ML;3.6;GUC;NEAR COAST OF CENTRAL CHILE;3.6;GO03
49;10056811;2014-03-05 23:49:40;-30.054;-70.972;74.2;GUC;ISC;ISC;607920334;ML;3.6;GUC;CHILE-ARGENTINA BORDER REGION;3.6;GO03
50;10011155;2014-02-04 11:44:28;-21.4963;-71.7293;4.9;ISC;ISC;ISC;604367981;mb;3.6;ISC;OFF COAST OF NORTHERN CHILE;3.6;PB09
51;9981324;2014-01-22 17:36:50;-20.6927;-70.4775;30.2;ISC;ISC;ISC;604161121;mb;3.6;IDC;NEAR COAST OF NORTHERN CHILE;3.6;GO01
52;9962798;2014-01-06 12:14:04;-20.6451;-70.7281;14.3;ISC;ISC;ISC;606630263;MW;3.6;SJA;NEAR COAST OF NORTHERN CHILE;3.6;PB09
53;9960961;2014-01-04 18:56:31;-22.7676;-70.6089;30.2;ISC;ISC;ISC;604160164;mb;3.6;IDC;NEAR COAST OF NORTHERN CHILE;3.6;PB06
54;10826313;2015-07-19 09:18:21;-31.73;-71.788;14.8;GUC;ISC;ISC;609378846;ML;3.5;GUC;NEAR COAST OF CENTRAL CHILE;3.5;CO02
55;10760271;2015-05-29 13:50:14;-28.968;-71.249;28.4;GUC;ISC;ISC;609110416;ML;3.5;GUC;NEAR COAST OF CENTRAL CHILE;3.5;GO03
56;10653068;2015-03-09 06:17:15;-23.452;-69.762;74.9;GUC;ISC;ISC;609109568;ML;3.5;GUC;NORTHERN CHILE;3.5;PB06
57;10496852;2014-12-08 23:16:22;-28.055;-71.1609;0.0;IDC;ISC;ISC;606929112;mb;3.5;IDC;NEAR COAST OF CENTRAL CHILE;3.5;GO03
58;10295341;2014-06-10 06:14:24;-19.976;-71.063;33.4;GUC;ISC;ISC;607916908;ML;3.5;GUC;OFF COAST OF NORTHERN CHILE;3.5;GO01
59;10200285;2014-04-30 14:38:59;-19.842;-70.887;38.0;GUC;ISC;ISC;608053018;ML;3.5;GUC;NEAR COAST OF NORTHERN CHILE;3.5;GO01
60;10197833;2014-04-28 11:03:49;-20.502;-70.756;26.6;GUC;ISC;ISC;608052971;ML;3.5;GUC;NEAR COAST OF NORTHERN CHILE;3.5;GO01
61;10178092;2014-04-11 21:21:58;-32.115;-71.641;26.1;GUC;ISC;ISC;608052561;ML;3.5;GUC;NEAR COAST OF CENTRAL CHILE;3.5;GO03
62;10171518;2014-04-06 19:42:22;-19.801;-70.918;39.1;GUC;ISC;ISC;608052345;ML;3.5;GUC;NEAR COAST OF NORTHERN CHILE;3.5;GO01
63;10166730;2014-04-02 14:10:49;-20.67;-70.554;31.3;GUC;ISC;ISC;608052020;ML;3.5;GUC;NEAR COAST OF NORTHERN CHILE;3.5;GO01
64;10075834;2014-03-22 18:52:41;-20.003;-70.9869;6.6;ISC;ISC;ISC;607916041;MW;3.5;SJA;NEAR COAST OF NORTHERN CHILE;3.5;GO01
65;10071948;2014-03-19 12:23:14;-19.746;-70.869;47.4;GUC;ISC;ISC;607915950;ML;3.5;GUC;NEAR COAST OF NORTHERN CHILE;3.5;GO01
66;10066584;2014-03-15 02:46:56;-20.3457;-71.2288;0.0;IDC;ISC;ISC;606912247;mb;3.5;IDC;OFF COAST OF NORTHERN CHILE;3.5;GO01
67;10064283;2014-03-13 03:32:21;-21.325;-69.709;65.9;GUC;ISC;ISC;607915752;ML;3.5;GUC;NORTHERN CHILE;3.5;PB09
68;10061334;2014-03-10 08:59:25;-22.3893;-70.8314;27.5;ISC;ISC;ISC;607920378;MW;3.5;SJA;NEAR COAST OF NORTHERN CHILE;3.5;PB06
69;10034413;2014-02-24 23:30:36;-19.4806;-70.4213;42.5;ISC;ISC;ISC;604066261;mb;3.5;IDC;NEAR COAST OF NORTHERN CHILE;3.5;GO01
70;10874891;2015-08-23 23:26:07;-29.806;-71.253;47.8;GUC;ISC;ISC;609379172;ML;3.4;GUC;NEAR COAST OF CENTRAL CHILE;3.4;CO02
71;10852117;2015-08-01 10:19:06;-28.969;-71.406;43.5;GUC;ISC;ISC;609378967;ML;3.4;GUC;NEAR COAST OF CENTRAL CHILE;3.4;GO03
72;10795175;2015-06-24 22:23:18;-30.377;-71.29;52.4;GUC;ISC;ISC;609378611;ML;3.4;GUC;NEAR COAST OF CENTRAL CHILE;3.4;CO02
73;10566491;2015-01-02 01:02:18;-19.48;-69.87;21.7;GUC;ISC;ISC;608991541;ML;3.4;GUC;NORTHERN CHILE;3.4;GO01
74;10472281;2014-10-19 17:56:18;-21.206;-70.096;39.6;GUC;ISC;ISC;608450291;ML;3.4;GUC;NEAR COAST OF NORTHERN CHILE;3.4;PB09
75;10414184;2014-09-01 20:41:31;-20.058;-70.616;31.9;GUC;ISC;ISC;608276605;ML;3.4;GUC;NEAR COAST OF NORTHERN CHILE;3.4;GO01
76;10247421;2014-05-15 17:45:45;-29.834;-71.457;71.6;GUC;ISC;ISC;607916591;ML;3.4;GUC;NEAR COAST OF CENTRAL CHILE;3.4;CO02
77;10196186;2014-04-26 20:36:57;-19.867;-70.531;40.6;GUC;ISC;ISC;608052938;ML;3.4;GUC;NEAR COAST OF NORTHERN CHILE;3.4;GO01
78;10172691;2014-04-07 19:54:30;-20.1029;-70.8261;7.7;ISC;ISC;ISC;606913818;mb;3.4;IDC;NEAR COAST OF NORTHERN CHILE;3.4;GO01
79;10171429;2014-04-06 18:00:56;-20.539;-70.899;35.1;GUC;ISC;ISC;608052342;ML;3.4;GUC;NEAR COAST OF NORTHERN CHILE;3.4;GO01
80;10070948;2014-03-18 16:46:17;-19.9813;-70.8727;8.7;ISC;ISC;ISC;606912520;MW;3.4;SJA;NEAR COAST OF NORTHERN CHILE;3.4;GO01
81;9971746;2014-01-14 10:30:33;-27.877;-70.948;40.0;SJA;ISC;ISC;609620016;MW;3.4;SJA;NEAR COAST OF NORTHERN CHILE;3.4;GO03
82;9962957;2014-01-06 15:01:18;-20.645;-70.648;37.3;GUC;ISC;ISC;606630265;MW;3.4;SJA;NEAR COAST OF NORTHERN CHILE;3.4;GO01
