;#EventID;Time;Latitude;Longitude;Depth/km;Author;Catalog;Contributor;ContributorID;MagType;Magnitude;MagAuthor;EventLocationName;Magnitud;Estacion
18;11090343;2019-08-02 00:09:15;-34.1537;-72.2855;23.8;us;NEIC PDE;us;us60004yze;Mwr;4.2;us;NEAR COAST OF CENTRAL CHILE;4.2;CO02
19;11323962;2020-10-06 05:16:25;-32.2684;-71.8269;19.5;us;NEIC PDE;us;us6000c5zh;Mwr;4.2;us;NEAR COAST OF CENTRAL CHILE;4.2;CO02
20;4599727;2014-03-24 12:22:19;-19.644;-71.0773;3.5;ISC;ISC;ISC;606912918;mb;4.1;NEIC;OFF COAST OF NORTHERN CHILE;4.1;GO01
21;5075845;2015-02-14 14:47:30;-19.8199;-71.0699;6.8;ISC;ISC;ISC;606933620;mb;4.1;ISC;OFF COAST OF NORTHERN CHILE;4.1;PB09
22;5162934;2015-09-19 21:27:27;-32.4741;-72.295;17.5;us;NEIC PDE;us;us20003m08;mb;4.1;us;OFF COAST OF CENTRAL CHILE;4.1;GO03
23;5161614;2015-09-20 23:00:11;-30.7995;-71.7362;24.0;guc;NEIC PDE;us;us20003ma2;ml;4.1;guc;NEAR COAST OF CENTRAL CHILE;4.1;GO03
24;5165444;2015-10-08 02:54:18;-30.3382;-71.9937;15.5;us;NEIC PDE;us;us10003l2m;mb;4.1;us;NEAR COAST OF CENTRAL CHILE;4.1;GO03
25;5161530;2015-10-09 22:18:19;-30.607;-71.399;55.2;us;NEIC PDE;guc;us10003mm3;mwr;4.1;us;NEAR COAST OF CENTRAL CHILE;4.1;GO03
26;5171581;2015-12-13 01:17:39;-31.6932;-72.0804;10.4;us;NEIC PDE;us;us20004gub;mb;4.1;us;OFF COAST OF CENTRAL CHILE;4.1;GO03
27;5178072;2016-03-04 07:58:18;-20.8987;-70.515;51.3;us;NEIC PDE;;us10004uma;mb;4.1;us;NEAR COAST OF NORTHERN CHILE;4.1;PB09
28;10411796;2017-10-07 10:37:24;-32.4919;-71.8786;19.6;us;NEIC PDE;us;us2000b2fz;mb;4.1;us;NEAR COAST OF CENTRAL CHILE;4.1;CO02
29;11168640;2020-01-09 16:25:56;-19.7745;-71.1313;10.0;us;NEIC PDE;us;us70006wym;mb;4.1;us;OFF COAST OF NORTHERN CHILE;4.1;GO01
30;10071115;2014-03-18 20:17:34;-23.1154;-70.2228;53.3;ISC;ISC;ISC;606912528;mb;4.0;ISC;NEAR COAST OF NORTHERN CHILE;4.0;PB06
31;4600669;2014-03-24 05:22:41;-19.7076;-70.679;18.2;ISC;ISC;ISC;606912903;mb;4.0;NEIC;NEAR COAST OF NORTHERN CHILE;4.0;GO01
32;4640340;2014-04-21 07:10:38;-20.2182;-70.9239;12.8;ISC;ISC;ISC;606915262;Mwr;4.0;NEIC;NEAR COAST OF NORTHERN CHILE;4.0;GO01
33;4820934;2014-12-15 00:32:19;-32.067;-71.593;35.1;GUC;ISC;ISC;606929477;mb;4.0;IDC;NEAR COAST OF CENTRAL CHILE;4.0;CO02
34;5109574;2015-03-02 14:02:07;-27.1925;-71.4065;10.6;ISC;ISC;ISC;607187579;mb;4.0;NEIC;NEAR COAST OF NORTHERN CHILE;4.0;GO03
35;10829649;2015-07-23 00:27:36;-19.7453;-71.3367;19.6;ISC;ISC;ISC;607673407;mb;4.0;IDC;OFF COAST OF NORTHERN CHILE;4.0;PB09
36;5160910;2015-10-03 18:27:52;-30.6127;-71.7054;25.4;us;NEIC PDE;us;us10003k1w;mwr;4.0;us;NEAR COAST OF CENTRAL CHILE;4.0;CO02
37;5175118;2016-02-22 18:46:56;-30.3875;-72.1386;9.4;guc;NEIC PDE;us;us10004rsh;ml;4.0;guc;OFF COAST OF CENTRAL CHILE;4.0;CO02
38;5185980;2016-06-05 09:30:52;-29.2922;-72.0074;35.0;us;NEIC PDE;us;us20006260;Mwr;4.0;us;OFF COAST OF CENTRAL CHILE;4.0;CO02
39;5190277;2016-07-05 09:53:07;-30.4051;-71.7752;26.3;us;NEIC PDE;;us100062xg;mb;4.0;us;NEAR COAST OF CENTRAL CHILE;4.0;CO02
